"artist","album","release_date","tracks","album_type","markets","target"
"Housefires","We Say Yes",2017-06-02,12,"album",65,0
"ISEO&DODOSOUND","Roots in the Air",2017-06-02,8,"album",65,0
"Jay Prince","Late Summers",2017-06-02,11,"album",65,0
"Kool G Rap","Return of the Don",2017-06-02,11,"album",65,0
"Luke Combs","This One's for You",2017-06-02,12,"album",65,0
"Mali Music","The Transition of Mali",2017-06-02,12,"album",65,0
"Marika Hackman","I'm Not Your Man",2017-06-02,15,"album",65,0
"Matt Pless","Catch Me If You Can",2011-05-23,17,"album",65,0
"Miss May I","Shadows Inside",2017-06-02,10,"album",65,0
"Molly Tuttle","Rise",2018-05-25,1,"single",65,0
"Mozzy & Gunplay","Dreadlocks & Headshots",2017-06-02,12,"album",65,0
"Mutoid Man","War Moans",2017-06-02,12,"album",65,0
"PARTYNEXTDOOR","Colours 2",2017-06-02,4,"single",65,0
"Richard Dawson","Peasant",2017-06-02,11,"album",65,0
"Roger Waters","Is This The Life We Really Want?",2017-06-02,12,"album",65,0
"Saint Etienne","Home Counties",2017-06-02,19,"album",65,0
"Smidley","Smidley",2017-05-26,10,"album",65,0
"Soul Enema","Of Clans and Clones and Clowns",2017-06-23,14,"album",65,0
"Stevie Stone","Level Up",2018-07-18,1,"single",65,0
"Suran","Walkin'",2017-06-02,5,"single",65,0
"The Band CAMINO","Heaven",2016-02-05,13,"album",65,0
"Tizzy Gang","Opps Next Door Vol. 1",2017-06-16,20,"album",65,0
"Tommy Lee Sparta","Diamond Blessings",2013-06-01,9,"album",65,0
"TOPS","Sugar at the Gate",2017-06-02,10,"album",65,0
"Unleash the Archers","Apex",2018-08-14,14,"album",65,1
"Vallenfyre","Fear Those Who Fear Him",2017-06-02,12,"album",65,0
"Various Artists","Steven Universe, Vol. 1 (Original Soundtrack)",2017-06-02,37,"album",65,0
"Various Artists","Wonder Woman: Original Motion Picture Soundtrack",2017-06-02,15,"album",65,0
"Wednesday 13","Condolences",2004-01-27,11,"album",65,0
"Wheeler Walker Jr.","Ol' Wheeler",2017-06-02,11,"album",65,0
"Yo Gotti & Mike WiLL Made-It","Gotti Made-It",2017-06-02,8,"album",65,0
"Life Awaits","Waves",2017-10-27,13,"album",65,1
"TopSecret","Wake Up",2018-09-14,1,"single",65,1
"GUMMY","Stroke",2009-01-01,1,"single",65,0
"Sik-K","H.A.L.F (Have.A.Little.Fun)",2017-06-05,11,"album",65,0
"Wi$e","Good Things Await You",2017-12-06,4,"single",65,0
"Go Yayo","Rich Before 21",2017-06-06,21,"album",65,0
"DAY6","Sunrise",2016-05-13,12,"album",65,1
"Fetty Wap","Lucky No. 7",2013-01-08,15,"album",65,0
"Eli Young Band","Fingerprints",2017-06-16,11,"album",65,0
"Esther Rose","This Time Last Night",2017-06-16,11,"album",65,0
"Fleet Foxes","Crack-Up",2017-06-16,11,"album",65,0
"Gretchen Wilson","Ready to Get Rowdy",2017-06-16,12,"album",65,0
"H.E.R.","H.E.R., Vol. 2",2017-07-21,8,"album",65,0
"Hey Violet","From The Outside",2017-06-16,12,"album",65,0
"Hundredth","Rare",2013-10-04,10,"album",65,1
"Iced Earth","Incorruptible",2017-06-16,10,"album",65,0
"J. Dilla","J. Dilla's Delights, Vol. 1",2017-06-16,24,"album",65,0
"Jason Isbell and The 400 Unit","The Nashville Sound",2017-06-16,10,"album",65,0
"Jon Wolfe","Any Night in Texas",2017-06-16,14,"album",65,0
"Jovanny Cadena Y Su Estilo Privado","Hombre Talentoso",2017-06-16,14,"album",65,0
"Joyner Lucas","508-507-2209",2017-06-16,16,"album",65,0
"Key Glock","Glock Season",2017-06-16,12,"album",65,0
"Lorde","Melodrama",2017-11-10,12,"album",65,1
"Nickelback","Feed the Machine",2017-06-16,11,"album",65,0
"Playing To Vapors","Shred The Master Design",2017-06-16,10,"album",65,0
"Randy Newman","Cars 3 (Original Score)",2017-06-16,21,"album",65,0
"Rich Forever Music","Rich Forever 3",2017-06-16,11,"compilation",65,0
"Ride","Weather Diaries",2017-06-16,11,"album",65,0
"Royal Blood","How Did We Get So Dark?",2017-06-16,10,"album",65,0
"Steve Earle","So You Wannabe an Outlaw",2017-06-16,12,"album",65,0
"Styx","The Mission",2015-06-01,9,"album",65,0
"Terror Jr","Bop City 2: TerroRising",2017-06-16,13,"album",65,0
"The Drums","Abysmal Thoughts",2017-06-16,12,"album",65,0
"Tombs","The Grand Annihilation",2017-06-16,10,"album",65,0
"Vacant Home","Reflect, Respond",2017-06-16,7,"album",65,0
"Young Thug","Beautiful Thugger Girls",2017-06-16,14,"album",65,0
"Zack Villere","Little World",2017-06-16,12,"album",65,0
"KeeBomb","Change Clothes",2018-04-25,1,"single",65,1
"MONSTA X","Shine Forever",2017-06-19,12,"album",65,0
"Next Year's End","Faceless",2003-04-08,12,"album",65,0
"DJ Stevie J","Appreciation 9",2017-07-11,1,"single",65,0
"PSYCHEMOON","GHOSTHOUSE",2016-10-28,3,"single",65,0
"311","MOSAIC",2016-09-16,14,"album",65,1
"Aaron Cartier","Aaron Cartier Dgaf",2017-06-23,4,"single",65,0
"Algiers","The Underside of Power",2017-06-23,12,"album",65,0
"Bent Knee","Land Animal",2017-06-23,10,"album",65,0
"Bone Thugs-n-Harmony","New Waves",2017-06-23,15,"album",65,0
"Broken Hope","Mutilated and Assimilated",2017-06-23,12,"album",65,0
"Conveyer","No Future",2016-10-20,6,"single",65,0
"Crooked Colours","Vera",2017-06-23,10,"album",65,0
"DJ Khaled","Grateful",2017-06-22,23,"album",65,0
"DubXX","Smoking in Public",2017-06-23,5,"single",65,0
"Dying Fetus","Wrong One to Fuck With",2017-06-23,11,"album",65,0
"Guttermouth","The Whole Enchilada",2017-06-23,27,"album",65,0
"Imagine Dragons","Evolve",2017-06-23,12,"album",65,0
"Jaymes Young","Feel Something",2017-06-23,12,"album",65,0
"King Lizzard & The Lizard Wizard","Murder of the Universe",2017-06-23,21,"album",65,0
"Krayzie Bone","Eternal Legend",2017-06-23,11,"album",65,0
"Lando Chill","The Boy Who Spoke To The Wind",2017-06-23,15,"album",65,0
"Municipal Waste","Slime and Punishment",2017-06-23,14,"album",65,0
"Rozwell Kid","Precious Art",2017-06-23,12,"album",65,0
"Saint Claire","LO",2018-01-31,10,"album",65,0
"Separations","Bloom",2018-08-31,10,"album",65,0
"Siamese","Shameless",2017-07-15,1,"single",65,1
"Stokley","Introducing Stokley",2017-06-23,15,"album",65,0
"Tauren Wells","Hills and Valleys",2017-06-23,15,"album",65,0
"TEC & Maine Musik","Spider Nation",2017-06-23,13,"album",65,0
"The Interbeing","Among the Amorphous",2017-06-23,10,"album",65,0
"The White Noise","AM/PM",2017-05-16,1,"single",65,0
"Various Artists","Despicable Me 3 (Original Motion Picture Soundtrack)",2017-06-13,1,"single",65,1
"VÉRITÉ","Somewhere in Between",2017-06-23,13,"album",65,0
"Vince Staples","Big Fish Theory",2017-06-23,12,"album",65,0
"Denzel Curry","13",2018-05-18,20,"compilation",65,0
"Wiz Khalifa","Bong Rips",2016-09-16,14,"album",65,1
"Tdot Illdude","The Vibe Is Heavy 2",2017-06-26,11,"album",65,0
"Greeley Estates","Calling All The Hopeless",2017-06-27,6,"single",65,0
"I Belong to the Zoo","I Belong to the Zoo",2018-04-25,1,"single",65,1
"American Opera","Small Victories",2015-10-23,6,"single",65,0
"Ashland","Wildfire",2016-01-01,12,"album",65,0
"Astrid S","Party's Over EP",2014-12-01,5,"single",65,0
"Baio","Man Of the World",2017-06-30,11,"album",65,0
"BlocBoy JB","Who Am I 3",2017-10-28,14,"album",65,0
"Calvin Harris – Funk Wav Bounces Vol. 1","10/10",2017-03-24,1,"single",65,1
"Cellar Darling","This Is the Sound",2017-06-30,14,"album",65,0
"Connor Franta","Common Culture, Vol. VII",2017-06-30,13,"album",65,0
"Envy on the Coast","Ritual",2017-07-21,12,"album",65,0
"Fruit & Flowers","Drug Tax",2017-06-30,7,"album",65,0
"Gaudi","Magnetic",2008-09-12,10,"album",65,0
"Jay-Z – 4:44","10/10",2017-03-24,1,"single",65,1
"India.Arie","SongVersation: Medicine",2017-06-30,8,"album",65,0
"J.L (of B.Hood)","Tech N9ne Presents: JL",2017-06-30,15,"album",65,0
"Kacy Hill","Like a Woman",2017-06-30,12,"album",65,0
"Klyne","Klyne",2017-06-30,10,"album",65,0
"LANY","LANY",2018-10-05,9,"album",65,0
"Lapalux","Ruinism",2017-06-30,12,"album",65,0
"Oh Wonder","Ultralife",2017-07-14,12,"album",65,0
"Philthy Rich","Neighborhood Supastar 4",2017-07-14,16,"album",65,0
"Picturesque","Back To Beautiful",2017-01-27,2,"single",65,0
"RAC","EGO",2015-06-26,12,"album",65,0
"Sextile","Albeit Living",2017-07-14,10,"album",65,0
"Shabazz Palaces","Quazarz: Born On A Gangster Star",2017-07-14,11,"album",65,0
"Sheer Mag","Need To Feel Your Love",2017-07-14,12,"album",65,0
"Silverstein","Dead Reflection",2017-07-14,12,"album",65,0
"Terrace Martin Presents The Pollyseeds","Sounds of Crenshaw, Vol. 1",2017-07-14,13,"album",65,0
"The Dears","Times Infinity Volume Two",2017-07-14,10,"album",65,0
"The Gospel Youth","Always Lose",2017-07-14,10,"album",65,0
"The Vamps","Night & Day",2012-01-01,12,"album",65,0
"Tranquility","Sonic Propensity",2017-07-14,7,"album",65,0
"Twinsmith","Stay Cool",2017-07-14,8,"album",65,0
"Various Artists","Punk Goes Pop Vol. 7",2017-07-14,13,"compilation",65,0
"Waxahatchee","Out In The Storm",2017-07-14,10,"album",65,0
"Wizkid","Sounds From the Other Side",2017-07-14,12,"album",65,0
"Shock & Awe","A.I.R.",2011-04-20,4,"single",65,0
"Jakub Zytecki","Feather Bed EP",2017-07-18,6,"single",65,1
"Svea","Lyon",2016-05-04,6,"single",65,0
"Weeping Wound","Growth EP",2007-12-18,6,"single",65,0
"Dead Man's Dream","Dead Man's Dream",2018-04-03,1,"single",65,0
"fujitsu","Corals EP",2016-04-29,3,"single",65,0
"Ratboys","Ratboys",2017-06-30,10,"album",65,0
"Diggs Duke","Beyond The Years",2017-08-11,26,"album",65,0
"Tion Phipps","Kur'e",2017-07-20,9,"album",65,0
"Avey Tare","Eucalyptus",2018-06-01,1,"single",65,0
"Casual Friday","Weekend Forever",2009-01-01,7,"album",65,0
"Chase Atlantic","Part Three",2018-08-24,7,"album",65,0
"Childhood","Universal High",2017-07-21,10,"album",65,0
"Chris Robinson Brotherhood","Barefoot In The Head",2017-07-21,10,"album",65,0
"Cornelius","Mellow Waves",2017-07-21,10,"album",65,0
"Damian ""Jr. Gong"" Marley","Stony Hill",2017-07-21,18,"album",65,0
"Dan Croll","Emerging Adulthood",2017-07-21,10,"album",65,0
"Decrepit Birth","Axis Mundi",2015-04-28,16,"album",65,0
"Descendants 2 Cast","Descendants 2 (Original TV Movie Soundtrack)",2017-07-21,11,"compilation",65,0
"Dizzee Rascal","Raskit",2017-07-21,16,"album",65,0
"Emma Stevens","To My Roots",2016-07-01,15,"album",65,0
"First to Eleven","Dead to Me EP",2017-06-30,4,"single",65,0
"Foster the People","Sacred Hearts Club",2017-07-21,12,"album",65,0
"Goldfinger","The Knife",2017-07-21,13,"album",65,0
"Hans Zimmer","Dunkirk: Original Motion Picture Soundtrack",2017-07-21,11,"album",65,0
"In This Moment","Ritual",2017-07-21,12,"album",65,0
"Lafa Taylor & Aabo","Feel",2017-06-23,12,"album",65,0
"Lana Del Rey","Lust for Life",2017-07-21,16,"album",65,0
"Parmalee","27861",2017-07-21,12,"album",65,0
"Polyphia","The Most Hated",2017-07-14,6,"single",65,0
"Romeo Santos","Golden",2017-07-21,18,"album",65,0
"Sage the Gemini","Morse Code",2017-07-21,15,"album",65,0
"Sara Evans","Words",2006-01-01,13,"album",65,0
"Skyzoo","Peddler Themes",2017-07-21,8,"album",65,0
"Steve Aoki","Steve Aoki Presents Kolony",2017-07-21,10,"album",65,0
"Trae tha Truth","Tha Truth, Pt. 3",2017-07-21,18,"album",65,0
"Vera Blue","Perennial",2017-07-21,14,"album",65,0
"Wot Gorilla?","Angel Numbers",2017-07-21,5,"single",65,0
"Zoey Dollaz","M'ap Boule",2017-07-21,7,"album",65,0
"Converge","I Can Tell You About Pain",2017-07-25,2,"single",65,0
"Darren Korb","Pyre: Original Soundtrack",2017-07-25,39,"album",65,0
"DJ Lucas","Unleash These Bangers Too",2017-07-26,14,"album",65,0
"Mick Jagger","Gotta Get a Grip / England Lost (Reimagined)",2017-07-27,5,"single",65,0
"Sentient Divide","Sentient Divide",2017-08-04,9,"album",65,0
"AKA & Anatii","Be Careful What You Wish For",2017-07-28,10,"album",65,0
"Alice Cooper","Paranormal",2018-07-24,1,"single",65,1
"Axwell <U+039B> Ingrosso","More Than You Know",2017-07-28,15,"album",65,0
"Cage The Elephant","Unpeeled",2017-07-28,21,"album",65,0
"Coast Modern","Coast Modern",2017-07-28,18,"album",65,0
"Dae Dae","5 Reasons",2016-10-11,5,"single",65,0
"Garren Sean","GARREN, LP",2017-07-28,14,"album",65,0
"Joywave","Content",2017-07-28,11,"album",65,0
"Lindenwood","Steady Lives",2006-07-11,14,"album",65,0
"Lotto Savage","Don Slaughter 2",2017-07-28,12,"album",65,0
"Lucas Hoge","Dirty South",2004-08-24,14,"album",65,0
"Madchild","The Darkest Hour",2017-07-28,14,"album",65,0
"Manchester Orchestra","A Black Mile To The Surface",2017-07-28,11,"album",65,0
"Passion Pit","Tremendous Sea Of Love",2017-07-28,10,"album",65,0
"Prong","Zero Days",2017-07-28,13,"album",65,0
"Rob Markman","Write to Dream",2017-07-28,8,"album",65,0
"Stephen Christian","Wildfires",2017-07-28,10,"album",65,0
"Stone Irr","Sinner",2013-06-14,21,"album",65,0
"The Cars","Candy-O (Expanded Edition)",2017-07-28,18,"album",65,0
"The Fall","New Facts Emerge",2017-07-28,11,"album",65,0
"Tom Speight","My My My",2018-06-29,20,"album",65,0
"Vic Mensa","The Autobiography",2017-07-28,15,"album",65,0
"Courier","Courier",2017-08-25,3,"single",65,1
"wifisfuneral","Boy Who Cried Wolf",2017-08-18,15,"album",65,0
"Oneohtrix Point Never","Good Time Motion Picture Soundtrack",2017-08-11,13,"album",65,0
"Paul Kelly","Life Is Fine",2017-08-11,12,"album",65,0
"Phantoms","Screaming on the Inside",2017-08-25,7,"album",65,1
"RAT BOY","SCUM",2017-08-11,13,"album",65,0
"So Much Light","Oh, Yuck",2017-08-11,14,"album",65,0
"SonReal","One Long Dream",2017-08-11,12,"album",65,0
"The Cribs","24-7 Rock Star Shit",2017-08-11,10,"album",65,0
"The Prosecution","The Unfollowing",2017-08-11,12,"album",65,0
"Varials","Pain Again",2017-08-11,11,"album",65,0
"Jamila Woods","HEAVN",2017-08-15,20,"album",65,0
"TAEYANG","WHITE NIGHT",2015-02-19,32,"album",65,0
"Lil B","Black Ken",2017-08-17,27,"album",65,0
"NCT DREAM","We Young",2009-01-01,15,"album",65,0
"PeeWee Longway","The Blue M&M 3",2017-08-18,15,"album",65,0
"Ramriddlz","Sweeter Dreams",2017-08-17,12,"album",65,0
"A$AP Ferg","Still Striving",2017-08-18,14,"album",65,0
"Alice Glass","Alice Glass",2016-04-15,1,"single",65,0
"Cold Black","Circles",2015-04-21,15,"album",65,0
"Dave East","Paranoia: A True Story",2017-08-18,13,"album",65,0
"Eluveitie","Evocation II: Pantheon",2017-08-18,18,"album",65,0
"Everything Everything","A Fever Dream",2017-08-18,11,"album",65,0
"Felly","Wild Strawberries",2017-08-18,15,"album",65,0
"Ghostpoet","Dark Days + Canapés",2017-08-18,12,"album",65,0
"Grizzly Bear","Painted Ruins",2017-08-18,11,"album",65,0
"Josh Abbott Band","Until My Voice Goes Out",2017-08-18,14,"album",65,0
"King Gizzard & The Lizard Wizard With The Mild High Club","Sketches of Brunswick East",2017-08-18,13,"album",65,0
"Kings Kaleidoscope","The Beauty Between",2017-08-18,10,"album",65,0
"Kodak Black","Project Baby 2",2017-08-18,19,"album",65,0
"Kriminals","Kriminals",2014-02-06,3,"single",65,0
"Leaf","Trinity",2005-09-26,18,"album",65,0
"Lil Debbie","OG In My System",2017-08-18,11,"album",65,0
"Mozzy","1 Up Top Ahk",2017-08-18,16,"album",65,0
"Neck Deep","The Peace and the Panic",2017-08-18,11,"album",65,0
"No Malice","Let the Dead Bury the Dead",2017-08-18,10,"album",65,0
"No Plug","Culinary Arts 101",2017-09-01,15,"album",65,0
"Phora","Yours Truly Forever",2017-08-18,16,"album",65,0
"Q Money","Win",2017-10-27,14,"album",65,1
"Rainer Maria","S/T",2006-05-02,16,"album",65,0
"Ray Wylie Hubbard","Tell The Devil I'm Gettin' There As Fast As I Can",2017-08-18,11,"album",65,0
"Reconcile","Streets Don't Love You",2017-08-18,16,"album",65,0
"Rockabye Baby!","Lullaby Renditions of Justin Timberlake",2017-08-18,12,"album",65,0
"Ryan Follese","Ryan Follese",2017-08-18,12,"album",65,0
"Shelby Lynne & Allison Moorer","Not Dark Yet",2017-08-18,10,"album",65,0
"Stargazer","Tui La",2017-08-18,9,"album",65,0
"The Accidentals","Odyssey",2016-03-11,12,"album",65,0
"The Homeless Gospel Choir","Normal",2018-06-28,9,"album",65,0
"Thy Art Is Murder","Dear Desolation",2017-08-18,10,"album",65,0
"UNKLE","The Road Part 1",2017-09-27,5,"single",65,0
"Brand New","Science Fiction",2017-08-19,12,"album",65,0
"Adore Delano","Whatever",2011-11-25,11,"album",65,1
"Derez De'Shon","Pain",2018-04-13,15,"album",65,0
"Valleyheart","Nowadays",2017-12-20,1,"single",65,0
"Walter Etc.","Gloom Cruise",2017-08-25,10,"album",65,1
"Action Bronson","Blue Chips 7000",2017-08-25,13,"album",65,1
"Angelo De Augustine","Swim Inside The Moon",2017-08-25,9,"album",65,1
"Apollo Brown & Planet Asia","Anchovies",2017-08-25,15,"album",65,1
"A$AP Mob","Cozy Tapes Vol. 2: Too Cozy",2017-08-25,17,"album",65,1
"Beatnick & K-Salaam x Junior Reid","Give Love EP",2017-11-17,4,"single",65,0
"Berner & Young Dolph","Tracking Numbers",2017-08-24,8,"album",65,1
"BROCKHAMPTON","SATURATION II",2017-08-25,16,"album",65,1
"Buddy","Magnolia",2018-03-24,2,"single",65,0
"Christian Nodal","Me Dejé Llevar",2017-08-25,13,"album",65,1
"Cymbals","Light In Your Mind",2017-08-25,11,"album",65,1
"Daniel Caesar","Freudian",2017-08-25,10,"album",65,1
"Der Weg Einer Freiheit","Finisterre",2017-08-25,6,"album",65,1
"DrugRixh Hect","Hector Vol. 1",2017-08-24,11,"album",65,1
"Elijah Blake","Audiology",2017-08-25,14,"album",65,1
"EMA","Exile In the Outer Ring",2017-08-25,11,"album",65,1
"Eskimo Callboy","The Scene",2011-01-01,12,"album",65,0
"Fifth Harmony","Fifth Harmony",2017-10-29,11,"album",65,0
"Filthy Friends","Invitation",2017-09-26,5,"single",65,0
"For The Win","Heavy Thoughts",2017-08-25,10,"album",65,1
"Forever Starts Today","Always Hope",2017-08-25,11,"album",65,1
"Gogol Bordello","Seekers and Finders",2017-08-25,11,"album",65,1
"Grieves","Running Wild",2017-08-25,15,"album",65,1
"Hype Williams","Rainbow",2017-08-11,14,"album",65,0
"Ian Felice","In The Kingdom Of Dreams",2017-08-25,10,"album",65,1
"Iron & Wine","Beast Epic",2017-08-25,11,"album",65,1
"Ivan B","Forgive Me For My Honesty",2017-08-25,12,"album",65,1
"Jack Cooper","Sandgrown",2017-08-25,9,"album",65,1
"Joseph Shabason","Aytche",2017-08-25,9,"album",65,1
"Karen & the Sorrows","The Narrow Place",2017-08-25,11,"album",65,1
"Kitty","Miami Garden Club",2017-08-25,13,"album",65,1
"Lil Uzi Vert","Luv Is Rage 2",2017-08-25,16,"album",65,1
"Nadine Shah","Holiday Destination",2017-08-25,10,"album",65,1
"New Kingston","A Kingston Story: Come from Far",2017-09-01,10,"album",65,0
"Oh Sees","Orc",2017-08-25,10,"album",65,1
"Old Dominion","Happy Ending",2015-09-03,1,"single",65,0
"Our Ceasing Voice","Free Like Tonight",2017-08-25,11,"album",65,1
"Ozuna","Odisea",2017-08-25,16,"album",65,1
"EXO","The War: The Power of Music",2017-09-05,4,"single",65,1
"Shin Hye Sung","Serenity",2016-10-21,11,"album",65,0
"Various Artists","Dog Songs",2018-06-15,86,"album",65,0
"Various Artists","The Rhinestone Hillbilly",2017-09-01,16,"compilation",65,0
"Warhol.ss","Where's Warhol?",2017-12-08,7,"album",65,0
"MXM (BRANDNEWBOYS)","UNMIX",2017-09-06,6,"single",65,1
"PENTAGON","Demo_01",2017-09-06,5,"single",65,1
"G.Soul","Circles",2015-04-21,15,"album",65,0
"Trauma Tone","Which Way Is Up",2016-06-03,8,"album",65,0
"Adventurer","Sacred Grove",2017-09-08,10,"album",65,1
"Alvvays","Antisocialites",2017-09-08,10,"album",65,1
"Angelo Badalamenti","Twin Peaks (Music from the Limited Event Series)",2017-09-08,20,"compilation",65,1
"Arch Enemy","Will to Power",2017-09-08,13,"album",65,1
"Bearings","Nothing Here Is Permanent",2017-09-08,5,"single",65,1
"Being As An Ocean","Waiting for Morning to Come",2017-09-08,14,"album",65,1
"Chad VanGaalen","Light Information",2017-09-08,12,"album",65,1
"Cro","tru.",2018-08-31,11,"album",65,0
"D33J","Death Valley Oasis",2017-09-08,10,"album",65,1
"David Ramirez","We're Not Going Anywhere",2017-09-08,10,"album",65,1
"Death From Above 1979","Outrage! Is Now",2017-09-08,10,"album",65,1
"Deerhoof","Mountain Moves",2017-09-08,15,"album",65,1
"Dev","I Only See You When I'm Dreamin'",2017-09-08,13,"album",65,1
"Dustin Lynch","Current Mood",2017-09-08,13,"album",65,1
"Erin McCarley","YU YI",2017-09-08,10,"album",65,1
"Faith Healer","Try",2018-06-08,7,"album",65,0
"Four Year Strong","Some of You Will Like This, Some of You Won't",2017-09-10,12,"album",65,0
"FRAN¢","O.T.A",2017-09-08,19,"album",65,1
"Fredo Santana","Fredo Kruger 2",2017-09-08,16,"album",65,1
"Gregg Allman","Southern Blood",2017-09-08,12,"album",65,1
"Innerspace","Rise",2018-05-25,1,"single",65,0
"Jack Johnson","All The Light Above It Too",2017-09-08,10,"album",65,1
"Julie & The Wrong Guys","Julie & The Wrong Guys",2011-01-01,13,"album",65,0
"L.A. Witch","L.A. Witch",2017-09-08,9,"album",65,1
"Leikeli47","Wash & Set",2017-09-08,14,"album",65,1
"Living Colour","Shade",2015-07-17,2,"single",65,0
"iMAYDAY!","Search Party",2017-09-08,17,"album",65,1
"Madeline Juno","DNA -14/14",2013-05-28,16,"album",65,0
"Mount Kimbie","Love What Survives",2017-09-08,11,"album",65,1
"MUTEMATH","Play Dead",2017-09-08,10,"album",65,1
"Neil Young","Hitchhiker",2017-09-08,10,"album",65,1
"Nick Mulvey","Wake Up Now",2017-09-08,11,"album",65,1
"Nosaj Thing","Parallels",2016-01-07,8,"album",65,0
"Nothing But Thieves","Broken Machine",2017-09-08,15,"album",65,1
"Novelists","Noir",2018-04-20,12,"album",65,1
"ODESZA","A Moment Apart",2017-09-08,16,"album",65,1
"Phaeleh","Lost Time",2014-07-22,24,"album",65,1
"Princess Nokia","1992",2016-10-14,13,"album",65,0
"Project Pat","M.O.B.",2017-09-08,12,"album",65,1
"Sean McConnell","Undone",2016-05-13,1,"single",65,1
"snny","Learning To Swim",2017-09-08,6,"single",65,1
"Stray From The Path","Only Death Is Real",2017-09-08,10,"album",65,1
"Such Gold","Deep in a Hole",2017-09-08,5,"single",65,1
"Superfood","Bambino",2015-04-30,17,"album",65,0
"Susanne Sundfør","Music For People In Trouble",2017-09-08,10,"album",65,1
"Syd","Always Never Home",2017-09-07,3,"single",65,1
"The Dream Syndicate","How Did I Find Myself Here?",2017-09-08,8,"album",65,1
"The National","Sleep Well Beast",2017-09-08,12,"album",65,1
"Thomas Rhett","Life Changes",2017-09-08,14,"album",65,1
"Threshold","Legends of the Shires",2017-09-08,14,"album",65,1
"Toadies","The Lower Side of Uptown",2017-09-08,12,"album",65,1
"Toby Keith","The Bus Songs",2017-09-08,12,"album",65,1
"Tori Amos","Native Invader",2017-09-08,13,"album",65,1
"Trickfinger","Trickfinger II",2017-09-08,6,"single",65,1
"Various Artists","Insecure",2017-08-04,1,"single",65,0
"Wild Cub","Closer",2016-07-29,1,"single",65,0
"Zola Jesus","Okovi",2017-09-08,11,"album",65,1
"Shoffy","Shoffy",2018-10-12,1,"single",65,0
"BlocBoy JB","The Purple M&M",2017-09-12,13,"album",65,0
"Brotha Lynch Hung & Ren Da Heatmonsta","Premeditated",2017-09-11,11,"album",65,0
"Junho (2PM)","Canvas",2018-07-27,14,"album",65,1
"SoMo","My Life III",2017-09-11,11,"album",65,0
"ELRIS","Color Crush",2017-09-13,6,"single",65,0
"GFRIEND","Rainbow",2017-08-11,14,"album",65,0
"Young Nudy","Nudy Land",2017-09-13,13,"album",65,0
"BOBBY","LOVE AND FALL",2017-09-14,10,"album",65,0
"Brain","I'm Brain",2017-09-14,7,"album",65,0
"Hundred Waters","Communicating",2017-09-14,11,"album",65,0
"Yung Bleu","Investments 4",2017-12-13,15,"album",65,0
"Angus & Julia Stone","Snow",2018-05-04,7,"album",65,0
"Annie Hart","Impossible Accomplice",2017-09-15,8,"album",65,0
"Arcane Roots","Melancholia Hymns",2017-09-15,10,"album",65,0
"Ariel Pink","Dedicated to Bobby Jameson",2017-09-15,14,"album",65,0
"Caparezza","Prisoner 709",2017-09-15,16,"album",65,0
"Chained to the Bottom of the Ocean","Decay and Other Hopes Against Progress",2017-09-15,6,"single",65,0
"Dan Reed","Confessions",2004-03-19,21,"album",65,0
"Deer Tick","Deer Tick, Vol. 1",2017-09-15,10,"album",65,0
"Deer Tick","Deer Tick, Vol. 2",2017-09-15,10,"album",65,0
"Ducktails","Jersey Devil",2017-10-06,10,"album",65,0
"Eamon","Golden Rail Motel",2017-09-15,10,"album",65,0
"Emily Haines & The Soft Skeleton","Choir Of The Mind",2017-09-15,13,"album",65,0
"Farruko","TrapXficante",2017-09-15,22,"album",65,0
"Luna","A Sentimental Education",2017-09-22,10,"album",65,1
"Macklemore","Gemini",2017-09-22,16,"album",65,1
"Mastodon","Cold Dark Place",2017-09-22,4,"single",65,1
"METZ","Strange Peace",2017-09-22,11,"album",65,1
"Midland","On The Rocks",2017-09-22,13,"album",65,1
"Moses Sumney","Aromanticism",2017-09-22,11,"album",65,1
"Noah Gundersen","White Noise",2017-05-07,40,"compilation",65,0
"Phoebe Bridgers","Stranger In The Alps",2017-09-22,11,"album",65,1
"Sapphire Slows","Time",2016-02-28,6,"single",65,0
"Satyricon","Deep Calleth upon Deep",2017-09-22,8,"album",65,1
"Sleeping with Sirens","Gossip",2017-10-13,16,"album",65,0
"Sons of Texas","Forged By Fortitude",2017-09-22,11,"album",65,1
"The Horrors","V",2018-09-28,23,"album",65,0
"The Killers","Wonderful Wonderful",2017-09-22,10,"album",65,1
"The Movielife","Cities In Search of a Heart",2017-09-22,10,"album",65,1
"The Neighbourhood","Hard",2018-09-12,1,"single",65,0
"Tricky","ununiform",2017-09-22,13,"album",65,1
"The Wonder Years","Burst & Decay (An Acoustic EP)",2011-05-10,10,"album",65,0
"B1A4","Rollin'",2017-05-12,1,"single",65,0
"Max Gowan","Far Corners",2017-05-11,8,"album",65,1
"Girli","Hot Mess EP",2017-10-10,4,"single",65,0
"Bolbbalgan4","Red Diary Page.1",2017-09-28,5,"single",65,0
"Solip","Without",2018-10-04,1,"single",65,0
"36 Crazyfists","Lanterns",2013-10-29,9,"album",65,0
"A Boogie Wit Da Hoodie","The Bigger Artist",2017-09-29,15,"album",65,0
"Awaken I Am","Blind Love",2018-02-13,9,"album",65,0
"Benjamin Clementine","I Tell a Fly",2017-09-15,11,"album",65,0
"BETSY","BETSY",2017-11-17,1,"single",65,0
